name,album,artists,artist_ids,year,release_date,disc_number,track_number,danceability,energy,acousticness,valence,tempo,duration_ms,instrumentalness,liveness,loudness,speechiness
Pretty (Ugly Before),From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,3,0.487,0.509,0.0514,0.19,75.788,285733,0.000788,0.0896,-7.707999999999997,0.0271
Don't Go Down,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,4,0.173,0.583,0.000925,0.2289999999999999,176.25099999999995,274107,2.19e-05,0.106,-8.206,0.0343
Strung Out Again,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,5,0.4529999999999999,0.362,0.0628,0.212,122.524,192640,0.0,0.152,-10.028,0.0302
A Fond Farewell,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,6,0.682,0.375,0.4589999999999999,0.2339999999999999,122.143,238013,0.0511,0.109,-12.155,0.0431
King's Crossing,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,7,0.395,0.3429999999999999,0.183,0.0589,122.553,297973,0.0622,0.451,-10.027,0.0329
Ostrich & Chirping,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,8,0.496,0.431,0.987,0.621,60.371,33960,0.171,0.885,-20.724,0.166
Twilight,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,9,0.428,0.377,0.2689999999999999,0.487,140.998,269360,0.00223,0.183,-13.039,0.0351
A Passing Feeling,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,10,0.368,0.52,0.0536,0.16,73.715,212040,3.79e-05,0.068,-8.465,0.0297
The Last Hour,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,11,0.594,0.171,0.871,0.2789999999999999,117.878,207733,0.0513,0.157,-17.814,0.0343
Shooting Star,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,12,0.517,0.7979999999999999,0.0199,0.505,105.953,361667,0.000364,0.221,-7.562,0.035
Memory Lane,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,13,0.613,0.356,0.647,0.484,106.043,150907,0.0,0.301,-12.264,0.0498
Little One,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,14,0.466,0.135,0.923,0.271,118.995,194920,1.83e-06,0.0766,-14.704,0.0382
A Distorted Reality is Now A Necessity to be Free,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,15,0.575,0.441,0.221,0.294,83.512,272747,0.0102,0.0827,-9.621,0.0253
I Need My Girl,I Need My Girl,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2014,2014-02-03,1,1,0.52,0.436,0.865,0.114,126.053,245240,0.0651,0.123,-11.508,0.0355
Learning,I Need My Girl,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2014,2014-02-03,1,2,0.525,0.19,0.97,0.0881,114.624,181053,0.1369999999999999,0.113,-15.212,0.0313
Think You Can Wait (from the Film Win Win),Think You Can Wait (from the Film Win Win) - Single,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2011,2011-03-22,1,1,0.45,0.354,0.769,0.4029999999999999,154.165,277984,0.884,0.1119999999999999,-12.4,0.027
Exile Vilify (From the Game Portal 2),Exile Vilify (From the Game Portal 2) - Single,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2011,2011-04-19,1,1,0.512,0.373,0.777,0.204,120.059,285000,0.501,0.11,-11.765,0.0289
Turn on Me,For The Throne (Music Inspired by the HBO Series Game of Thrones),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-04-26,1,7,0.643,0.5529999999999999,0.6,0.3979999999999999,116.061,255560,0.0811,0.1159999999999999,-6.459,0.0271
Angeles - Alternative Version,Alternate Versions from Either/Or,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2012,2012-09-18,1,1,0.503,0.192,0.883,0.366,116.582,174537,0.377,0.131,-17.31,0.0403
Alameda - Alternative Version,Alternate Versions from Either/Or,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2012,2012-09-18,1,2,0.556,0.45,0.238,0.228,78.275,222325,0.079,0.0912,-12.303,0.0319
Ballad of Big Nothing - Alternate Vocal,Alternate Versions from Either/Or,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2012,2012-09-18,1,3,0.6779999999999999,0.5429999999999999,0.149,0.6629999999999999,109.419,167488,0.0126,0.14,-10.769,0.0279
Punch and Judy - Other Version,Alternate Versions from Either/Or,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2012,2012-09-18,1,4,0.619,0.418,0.159,0.6709999999999999,133.217,233397,0.0639,0.325,-12.728,0.0319
Secret Meeting - Remix,Secret Meeting,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2005,2005-08-29,1,1,0.632,0.633,0.4639999999999999,0.491,112.154,222867,5.97e-05,0.109,-5.686,0.0385
The Geese of Beverly Road - Live,Secret Meeting,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2005,2005-08-29,1,2,0.522,0.847,0.0035299999999999,0.4379999999999999,112.393,272467,0.895,0.932,-7.765,0.0265
Sunshine on My Back,Sunshine on My Back,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2015,2015-04-02,1,1,0.511,0.8079999999999999,0.239,0.0806,116.892,219590,0.0229,0.11,-8.508,0.0408
Speed Trials,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,1,0.632,0.505,0.727,0.317,102.759,181293,0.32,0.264,-8.164,0.0277
Alameda,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,2,0.596,0.527,0.384,0.359,78.493,223400,0.0285,0.216,-8.036,0.0289
Ballad of Big Nothing,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,3,0.637,0.575,0.4029999999999999,0.635,109.255,168333,0.0016,0.148,-7.318,0.0265
Between the Bars,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,4,0.508,0.133,0.937,0.358,134.311,141200,0.91,0.115,-19.308,0.05
Pictures of Me,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,5,0.601,0.49,0.0802,0.307,134.593,226973,4.19e-05,0.129,-7.358,0.0284
No Name No. 5,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,6,0.505,0.28,0.309,0.18,145.27,223496,0.114,0.182,-11.688,0.0275
Rose Parade,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,7,0.7490000000000001,0.447,0.347,0.251,102.361,208467,0.778,0.346,-11.71,0.0289999999999999
Punch and Judy,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,8,0.496,0.379,0.6579999999999999,0.208,132.227,145707,0.138,0.115,-12.901,0.0365
Angeles,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,9,0.536,0.182,0.873,0.621,118.194,176827,0.465,0.143,-18.245,0.0531
Cupid's Trick,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,10,0.252,0.525,0.0828,0.131,176.93900000000005,184933,0.00432,0.127,-8.394,0.0328
2:45 AM,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,11,0.474,0.141,0.748,0.365,167.097,198973,6.23e-05,0.119,-15.955,0.0426
Say Yes,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,12,0.519,0.104,0.86,0.395,153.232,139000,0.0002379999999999,0.109,-18.808,0.0496
My New Freedom - Live,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,13,0.4029999999999999,0.461,0.958,0.5539999999999999,102.41,168551,0.2269999999999999,0.405,-16.463,0.0588
Pictures of Me - Live,Either/Or: Expanded Edition,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1997,1997-02-25,1,14,0.471,0.299,0.918,0.285,139.664,238211,0.0,0.127,-10.007,0.0635
